web-scraper-order,web-scraper-start-url,links,links-href,Title,Votes,Note,Metascore,Genre
1678279849-600,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",Chapter Three: The Pollywog,https://www.imdb.com/title/tt6020796/?ref_=adv_li_tt,Chapter Three: The Pollywog,18000,"8,5",,Drame
1678273284-231,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Krym,https://www.imdb.com/title/tt6990206/?ref_=adv_li_tt,Krym,33000,"3,6",,Action
1678281896-811,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Rockaway,https://www.imdb.com/title/tt5462288/?ref_=adv_li_tt,Rockaway,8000,"6,6",,Drame
1678273147-209,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Stranger Things,https://www.imdb.com/title/tt4574334/?ref_=adv_li_tt,Stranger Things,1200000,"8,7",,Drame
1678274253-372,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Iron Fist,https://www.imdb.com/title/tt3322310/?ref_=adv_li_tt,Iron Fist,134000,"6,4",,Action
1678279695-570,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",Rivales,https://www.imdb.com/title/tt3462710/?ref_=adv_li_tt,Rivales,16000,"5,1",45.0,Drame
1678281733-789,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",The Vulcan Hello,https://www.imdb.com/title/tt5509372/?ref_=adv_li_tt,The Vulcan Hello,77000,"7,2",,Action
1678274259-373,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Phantom Thread,https://www.imdb.com/title/tt5776858/?ref_=adv_li_tt,Phantom Thread,136000,"7,4",90.0,Drame
1678278983-450,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=451&ref_=adv_nxt",Sur la plage de Chesil,https://www.imdb.com/title/tt1667321/?ref_=adv_li_tt,Sur la plage de Chesil,12000,"6,3",62.0,Drame
1678273921-326,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",A Ghost Story,https://www.imdb.com/title/tt6265828/?ref_=adv_li_tt,A Ghost Story,74000,"6,8",84.0,Drame
1678274113-351,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Cinquante nuances plus sombres,https://www.imdb.com/title/tt4465564/?ref_=adv_li_tt,Cinquante nuances plus sombres,105000,"4,6",33.0,Drame
1678273321-236,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Faute d'amour,https://www.imdb.com/title/tt6304162/?ref_=adv_li_tt,Faute d'amour,34000,"7,6",86.0,Drame
1678274136-355,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Power Rangers,https://www.imdb.com/title/tt3717490/?ref_=adv_li_tt,Power Rangers,110000,"5,9",44.0,Action
1678273387-246,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Conspiracy,https://www.imdb.com/title/tt1734493/?ref_=adv_li_tt,Conspiracy,36000,"6,3",46.0,Action
1678282609-885,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",The Man from Earth: Holocene,https://www.imdb.com/title/tt5770864/?ref_=adv_li_tt,The Man from Earth: Holocene,94000,"5,2",,Drame
1678273797-304,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",Les proies,https://www.imdb.com/title/tt5592248/?ref_=adv_li_tt,Les proies,59000,"6,3",77.0,Drame
1678280219-677,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",Megan Leavey,https://www.imdb.com/title/tt4899370/?ref_=adv_li_tt,Megan Leavey,25000,"7,1",66.0,Action
1678279480-531,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt","Midnight, Texas",https://www.imdb.com/title/tt5464086/?ref_=adv_li_tt,"Midnight, Texas",14000,"7,3",,Drame
1678281617-771,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt","Tape 6, Side A",https://www.imdb.com/title/tt5174272/?ref_=adv_li_tt,"Tape 6, Side A",75000,"9,1",,Drame
1678279932-617,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",My Cousin Rachel,https://www.imdb.com/title/tt4411596/?ref_=adv_li_tt,My Cousin Rachel,20000,"6,0",63.0,Drame
1678283027-954,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",How It's Gotta Be,https://www.imdb.com/title/tt6327118/?ref_=adv_li_tt,How It's Gotta Be,11000,"6,7",,Drame
1678273675-286,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",CHIPS,https://www.imdb.com/title/tt0493405/?ref_=adv_li_tt,CHIPS,49000,"6,0",28.0,Action
1678281313-731,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",La casa de papel,https://www.imdb.com/title/tt6468322/?ref_=adv_li_tt,La casa de papel,488000,"8,2",,Action
1678281345-736,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Kandahar,https://www.imdb.com/title/tt5690500/?ref_=adv_li_tt,Kandahar,7000,"8,3",,Action
1678273543-267,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Black Mirror,https://www.imdb.com/title/tt2085059/?ref_=adv_li_tt,Black Mirror,561000,"8,8",,Drame
1678273262-227,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Sleepless,https://www.imdb.com/title/tt2072233/?ref_=adv_li_tt,Sleepless,33000,"5,6",34.0,Action
1678282613-886,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",The Other Side,https://www.imdb.com/title/tt5207764/?ref_=adv_li_tt,The Other Side,95000,"6,6",,Drame
1678279274-504,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",Mercy,https://www.imdb.com/title/tt6156390/?ref_=adv_li_tt,Mercy,13000,"6,9",,Drame
1678279088-469,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=451&ref_=adv_nxt",Descendants 2,https://www.imdb.com/title/tt5117876/?ref_=adv_li_tt,Descendants 2,12000,"6,3",,Action
1678279699-571,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",Shaadi Mein Zaroor Aana,https://www.imdb.com/title/tt7469726/?ref_=adv_li_tt,Shaadi Mein Zaroor Aana,16000,"7,5",,Drame
1678274427-399,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Le Roi Arthur : La Légende d'Excalibur,https://www.imdb.com/title/tt1972591/?ref_=adv_li_tt,Le Roi Arthur : La Légende d'Excalibur,221000,"6,7",41.0,Action
1678273661-284,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Game of Thrones,https://www.imdb.com/title/tt0944947/?ref_=adv_li_tt,Game of Thrones,2100000,"9,2",,Action
1678273061-194,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Le 12ème Homme,https://www.imdb.com/title/tt3300980/?ref_=adv_li_tt,Le 12ème Homme,27000,"7,3",70.0,Drame
1678281641-775,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Virtue of the Vicious,https://www.imdb.com/title/tt5690544/?ref_=adv_li_tt,Virtue of the Vicious,75000,"9,1",,Action
1678279955-622,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",Security,https://www.imdb.com/title/tt3501112/?ref_=adv_li_tt,Security,20000,"5,7",,Action
1678282759-914,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Home,https://www.imdb.com/title/tt5690552/?ref_=adv_li_tt,Home,10000,"9,5",,Action
1678281659-778,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Bokeh,https://www.imdb.com/title/tt3722062/?ref_=adv_li_tt,Bokeh,76000,"5,0",56.0,Drame
1678273908-323,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",Godless,https://www.imdb.com/title/tt5516154/?ref_=adv_li_tt,Godless,71000,"8,3",,Action
1678273431-250,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Le Chemin du pardon,https://www.imdb.com/title/tt2872518/?ref_=adv_li_tt,Le Chemin du pardon,37000,"6,2",32.0,Drame
1678273231-223,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Chasseuse de géants,https://www.imdb.com/title/tt4547194/?ref_=adv_li_tt,Chasseuse de géants,32000,"6,1",74.0,Drame
1678278969-449,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=451&ref_=adv_nxt",Voice from the Stone,https://www.imdb.com/title/tt1544608/?ref_=adv_li_tt,Voice from the Stone,12000,"5,2",42.0,Drame
1678279834-597,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",Chapter Four: Will the Wise,https://www.imdb.com/title/tt6020802/?ref_=adv_li_tt,Chapter Four: Will the Wise,18000,"8,5",,Drame
1678273680-287,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Mudbound,https://www.imdb.com/title/tt2396589/?ref_=adv_li_tt,Mudbound,51000,"7,4",85.0,Drame
1678278995-452,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=451&ref_=adv_nxt",Day of the Dead: Bloodline,https://www.imdb.com/title/tt3053228/?ref_=adv_li_tt,Day of the Dead: Bloodline,12000,"3,4",,Action
1678274511-413,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",13 Reasons Why,https://www.imdb.com/title/tt1837492/?ref_=adv_li_tt,13 Reasons Why,299000,"7,5",,Drame
1678274492-410,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Call Me by Your Name,https://www.imdb.com/title/tt5726616/?ref_=adv_li_tt,Call Me by Your Name,282000,"7,8",94.0,Drame
1678281390-743,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Black and White Love,https://www.imdb.com/title/tt7550774/?ref_=adv_li_tt,Black and White Love,71000,"8,0",,Action
1678280020-636,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",Tubelight,https://www.imdb.com/title/tt5882970/?ref_=adv_li_tt,Tubelight,21000,"3,9",,Drame
1678274634-434,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Wonder Woman,https://www.imdb.com/title/tt0451279/?ref_=adv_li_tt,Wonder Woman,667000,"7,4",76.0,Action
1678273623-279,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Raees,https://www.imdb.com/title/tt3405236/?ref_=adv_li_tt,Raees,47000,"6,6",,Action
1678273608-277,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Stormborn,https://www.imdb.com/title/tt5655178/?ref_=adv_li_tt,Stormborn,46000,"8,8",,Action
1678273737-295,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",Le dernier jour de ma vie,https://www.imdb.com/title/tt1691916/?ref_=adv_li_tt,Le dernier jour de ma vie,54000,"6,4",58.0,Drame
1678282871-929,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Rock in the Road,https://www.imdb.com/title/tt5207746/?ref_=adv_li_tt,Rock in the Road,10000,"8,0",,Drame
1678282763-915,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Monsters,https://www.imdb.com/title/tt6198656/?ref_=adv_li_tt,Monsters,10000,"6,4",,Drame
1678282474-871,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",The Cured,https://www.imdb.com/title/tt3463106/?ref_=adv_li_tt,The Cured,89000,"5,6",57.0,Drame
1678280036-639,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",Wheelman,https://www.imdb.com/title/tt5723286/?ref_=adv_li_tt,Wheelman,21000,"6,4",66.0,Action
1678282881-930,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Sang d'acier,https://www.imdb.com/title/tt5813366/?ref_=adv_li_tt,Sang d'acier,10000,"5,1",43.0,Action
1678281461-751,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Dev DD,https://www.imdb.com/title/tt7151510/?ref_=adv_li_tt,Dev DD,73000,"6,4",,Drame
1678274059-343,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Legion,https://www.imdb.com/title/tt5114356/?ref_=adv_li_tt,Legion,93000,"8,2",,Action
1678281356-738,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",A Gentleman,https://www.imdb.com/title/tt5613834/?ref_=adv_li_tt,A Gentleman,71000,"6,2",,Action
1678282460-869,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Submergence,https://www.imdb.com/title/tt3563262/?ref_=adv_li_tt,Submergence,88000,"5,4",38.0,Drame
1678283001-948,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Gunpowder,https://www.imdb.com/title/tt6128262/?ref_=adv_li_tt,Gunpowder,11000,"6,6",,Drame
1678273604-276,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Eastwatch,https://www.imdb.com/title/tt5775854/?ref_=adv_li_tt,Eastwatch,46000,"8,7",,Action
1678281149-715,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",The Blacklist: Redemption,https://www.imdb.com/title/tt5592230/?ref_=adv_li_tt,The Blacklist: Redemption,68000,"7,0",,Action
1678279862-603,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",The Captain - l'usurpateur,https://www.imdb.com/title/tt6763252/?ref_=adv_li_tt,The Captain - l'usurpateur,19000,"7,3",67.0,Drame
1678282605-884,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",The Lodgers,https://www.imdb.com/title/tt4399952/?ref_=adv_li_tt,The Lodgers,93000,"5,1",52.0,Drame
1678280063-645,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",Stranger Things,https://www.imdb.com/title/tt4574334/?ref_=adv_li_tt,Stranger Things,1200000,"8,7",,Drame
1678273777-301,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",Anne with an E,https://www.imdb.com/title/tt5421602/?ref_=adv_li_tt,Anne with an E,58000,"8,7",,Drame
1678281249-726,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Battle at the Binary Stars,https://www.imdb.com/title/tt5835712/?ref_=adv_li_tt,Battle at the Binary Stars,7000,"7,4",,Action
1678273580-272,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Revenge,https://www.imdb.com/title/tt6738136/?ref_=adv_li_tt,Revenge,45000,"6,4",81.0,Action
1678273369-243,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Mersal,https://www.imdb.com/title/tt6485666/?ref_=adv_li_tt,Mersal,36000,"7,5",,Action
1678274369-390,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Barry Seal: American Traffic,https://www.imdb.com/title/tt3532216/?ref_=adv_li_tt,Barry Seal: American Traffic,190000,"7,1",65.0,Action
1678280365-696,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",Berlin Syndrome,https://www.imdb.com/title/tt3335606/?ref_=adv_li_tt,Berlin Syndrome,26000,"6,3",70.0,Drame
1678281131-713,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Le Saint,https://www.imdb.com/title/tt2569088/?ref_=adv_li_tt,Le Saint,68000,"4,9",,Action
1678281717-787,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",The Leftovers,https://www.imdb.com/title/tt2699128/?ref_=adv_li_tt,The Leftovers,102000,"8,3",,Drame
1678273294-233,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Thelma,https://www.imdb.com/title/tt6304046/?ref_=adv_li_tt,Thelma,34000,"7,0",74.0,Drame
1678273382-245,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Larguées,https://www.imdb.com/title/tt2334871/?ref_=adv_li_tt,Larguées,36000,"4,6",45.0,Action
1678279825-596,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",Kodachrome,https://www.imdb.com/title/tt1880399/?ref_=adv_li_tt,Kodachrome,18000,"6,8",57.0,Drame
1678273196-218,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",The Deuce,https://www.imdb.com/title/tt4998350/?ref_=adv_li_tt,The Deuce,30000,"8,1",,Drame
1678272981-184,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",A Taxi Driver,https://www.imdb.com/title/tt6878038/?ref_=adv_li_tt,A Taxi Driver,26000,"7,9",69.0,Action
1678273668-285,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",L'expérience interdite,https://www.imdb.com/title/tt2039338/?ref_=adv_li_tt,L'expérience interdite,49000,"5,2",27.0,Drame
1678274184-362,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",The Florida Project,https://www.imdb.com/title/tt5649144/?ref_=adv_li_tt,The Florida Project,118000,"7,6",92.0,Drame
1678273489-259,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",The Wife,https://www.imdb.com/title/tt3750872/?ref_=adv_li_tt,The Wife,41000,"7,2",77.0,Drame
1678282600-883,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",The Brave,https://www.imdb.com/title/tt6461736/?ref_=adv_li_tt,The Brave,93000,"7,5",,Action
1678274570-423,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",La Forme de l'eau,https://www.imdb.com/title/tt5580390/?ref_=adv_li_tt,La Forme de l'eau,427000,"7,3",87.0,Drame
1678273506-262,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Le Cercle: Rings,https://www.imdb.com/title/tt0498381/?ref_=adv_li_tt,Le Cercle: Rings,42000,"4,5",25.0,Drame
1678274652-437,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Les Gardiens de la Galaxie Vol. 2,https://www.imdb.com/title/tt3896198/?ref_=adv_li_tt,Les Gardiens de la Galaxie Vol. 2,694000,"7,6",67.0,Action
1678281520-760,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Two Dead Men,https://www.imdb.com/title/tt5690496/?ref_=adv_li_tt,Two Dead Men,73000,"8,1",,Action
1678274204-365,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Okja,https://www.imdb.com/title/tt3967856/?ref_=adv_li_tt,Okja,125000,"7,3",75.0,Action
1678281068-706,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",El día de la marmota,https://www.imdb.com/title/tt6851492/?ref_=adv_li_tt,El día de la marmota,67000,"8,2",,Action
1678279690-569,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",Horizon Zero Dawn,https://www.imdb.com/title/tt4044024/?ref_=adv_li_tt,Horizon Zero Dawn,16000,"9,0",,Action
1678281743-791,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",13 Reasons Why,https://www.imdb.com/title/tt1837492/?ref_=adv_li_tt,13 Reasons Why,299000,"7,5",,Drame
1678282197-845,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",Time for After,https://www.imdb.com/title/tt6325296/?ref_=adv_li_tt,Time for After,84000,"6,5",,Drame
1678280205-674,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",2:22,https://www.imdb.com/title/tt1131724/?ref_=adv_li_tt,2:22,24000,"5,7",,Drame
1678282712-904,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Say Yes,https://www.imdb.com/title/tt5207756/?ref_=adv_li_tt,Say Yes,99000,"7,0",,Drame
1678279060-464,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=451&ref_=adv_nxt",First Kill,https://www.imdb.com/title/tt5884234/?ref_=adv_li_tt,First Kill,12000,"5,0",39.0,Action
1678273457-254,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Crocodile,https://www.imdb.com/title/tt5710976/?ref_=adv_li_tt,Crocodile,39000,"7,3",,Drame
1678280345-693,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",Le Lieutenant Ottoman,https://www.imdb.com/title/tt4943322/?ref_=adv_li_tt,Le Lieutenant Ottoman,26000,"6,4",26.0,Drame
1678279239-497,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",Acts of Vengeance,https://www.imdb.com/title/tt6288694/?ref_=adv_li_tt,Acts of Vengeance,13000,"5,7",49.0,Action
1678281231-725,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",À l'heure des souvenirs,https://www.imdb.com/title/tt4827986/?ref_=adv_li_tt,À l'heure des souvenirs,7000,"6,4",61.0,Drame
1678281014-700,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Zama,https://www.imdb.com/title/tt3409848/?ref_=adv_li_tt,Zama,67000,"6,7",89.0,Drame
1678274342-386,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Mise à mort du cerf sacré,https://www.imdb.com/title/tt5715874/?ref_=adv_li_tt,Mise à mort du cerf sacré,161000,"7,0",73.0,Drame
1678281878-808,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Lian Yu,https://www.imdb.com/title/tt5584166/?ref_=adv_li_tt,Lian Yu,8000,"9,6",,Action
1678282047-825,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",Vengeance,https://www.imdb.com/title/tt5460530/?ref_=adv_li_tt,Vengeance,81000,"5,2",,Action
1678282642-890,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Les affamés,https://www.imdb.com/title/tt6243140/?ref_=adv_li_tt,Les affamés,96000,"5,8",,Action
1678281700-784,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Battleship Island,https://www.imdb.com/title/tt5969696/?ref_=adv_li_tt,Battleship Island,77000,"7,1",60.0,Action
1678280142-660,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",Salvation,https://www.imdb.com/title/tt6170874/?ref_=adv_li_tt,Salvation,23000,"6,9",,Drame
1678279473-530,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",Killing Gunther,https://www.imdb.com/title/tt5689068/?ref_=adv_li_tt,Killing Gunther,14000,"4,8",53.0,Action
